Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/20/2020,West Piedmont,20-29,110,2,0
7/20/2020,Arlington,70-79,177,73,33
7/20/2020,Chickahominy,50-59,134,23,1
7/20/2020,Alleghany,40-49,99,2,0
7/20/2020,Prince William,50-59,1552,198,15
7/20/2020,Mount Rogers,0-9,40,1,0
7/20/2020,Eastern Shore,0-9,21,2,0
7/20/2020,Thomas Jefferson,60-69,120,25,3
7/20/2020,Pittsylvania-Danville,70-79,32,13,1
7/20/2020,Chesterfield,80+,158,35,47
7/20/2020,Richmond,0-9,112,6,0
7/20/2020,Chesapeake,80+,82,27,14
7/20/2020,Peninsula,40-49,294,12,1
7/20/2020,Henrico,0-9,116,2,0
7/20/2020,Lenowisco,80+,6,1,0
7/20/2020,Piedmont,60-69,153,22,2
7/20/2020,West Piedmont,0-9,22,1,0
7/20/2020,Rappahannock Rapidan,70-79,46,14,8
7/20/2020,Central Shenandoah,70-79,152,44,13
7/20/2020,Chesapeake,30-39,342,13,0
7/20/2020,Chickahominy,0-9,17,0,0
7/20/2020,Prince William,0-9,387,10,0
7/20/2020,Eastern Shore,50-59,276,20,5
7/20/2020,Mount Rogers,50-59,140,9,1
7/20/2020,Loudoun,10-19,646,0,0
7/20/2020,Southside,80+,83,12,13
7/20/2020,Central Virginia,80+,27,2,0
7/20/2020,Rappahannock,Missing,23,0,0
7/20/2020,Rappahannock Rapidan,30-39,346,18,1
7/20/2020,New River,50-59,44,4,0
7/20/2020,Richmond,80+,40,21,9
7/20/2020,Mount Rogers,20-29,158,0,0
7/20/2020,Eastern Shore,20-29,199,6,0
7/20/2020,Hampton,10-19,46,0,0
7/20/2020,Portsmouth,0-9,34,3,0
7/20/2020,Crater,70-79,159,40,18
7/20/2020,Chesterfield,40-49,649,24,3
7/20/2020,Alexandria,Missing,11,0,0
7/20/2020,Southside,30-39,85,4,0
7/20/2020,Prince William,Missing,154,3,0
7/20/2020,Hampton,60-69,67,11,2
7/20/2020,Fairfax,20-29,2412,87,3
7/20/2020,Thomas Jefferson,0-9,63,1,0
7/20/2020,Lenowisco,40-49,12,2,0
7/20/2020,Central Virginia,10-19,82,1,0
7/20/2020,Lenowisco,70-79,15,6,1
7/20/2020,Crater,Missing,14,0,0
7/20/2020,Arlington,50-59,402,67,6
7/20/2020,Piedmont,70-79,82,26,4
7/20/2020,Alexandria,60-69,214,48,2
7/20/2020,Portsmouth,30-39,209,9,1
7/20/2020,Lenowisco,20-29,17,0,0
7/20/2020,Central Virginia,30-39,88,1,0
7/20/2020,Norfolk,10-19,117,1,0
7/20/2020,New River,10-19,41,0,0
7/20/2020,Central Virginia,20-29,149,2,0
7/20/2020,Rappahannock,50-59,433,51,4
7/20/2020,Rappahannock,60-69,233,47,6
7/20/2020,Piedmont,20-29,184,2,0
7/20/2020,New River,60-69,30,5,0
7/20/2020,Roanoke,40-49,99,1,0
7/20/2020,Three Rivers,20-29,155,4,0
7/20/2020,Rappahannock,40-49,503,46,2
7/20/2020,Portsmouth,80+,20,8,6
7/20/2020,Central Shenandoah,Missing,1,0,0
7/20/2020,Eastern Shore,70-79,49,16,9
7/20/2020,Mount Rogers,70-79,81,29,13
7/20/2020,Cumberland Plateau,70-79,9,1,0
7/20/2020,Piedmont,10-19,39,0,0
7/20/2020,Southside,20-29,68,2,0
7/20/2020,Chesterfield,50-59,504,44,4
7/20/2020,Rappahannock Rapidan,20-29,313,6,0
7/20/2020,Cumberland Plateau,60-69,16,2,0
7/20/2020,Roanoke,70-79,18,3,1
7/20/2020,Central Shenandoah,20-29,470,10,0
7/20/2020,Pittsylvania-Danville,80+,27,8,2
7/20/2020,Virginia Beach,80+,118,36,24
7/20/2020,Central Shenandoah,50-59,417,34,4
7/20/2020,Lenowisco,Missing,0,0,0
7/20/2020,Fairfax,30-39,2897,199,6
7/20/2020,Lenowisco,60-69,15,5,2
7/20/2020,Loudoun,30-39,800,28,0
7/20/2020,West Piedmont,80+,24,14,1
7/20/2020,Roanoke,80+,43,3,9
7/20/2020,Fairfax,40-49,2765,273,10
7/20/2020,Thomas Jefferson,80+,127,28,19
7/20/2020,Roanoke,20-29,148,3,0
7/20/2020,Henrico,60-69,312,52,34
7/20/2020,Lord Fairfax,40-49,363,18,1
7/20/2020,Western Tidewater,Missing,16,0,0
7/20/2020,Chickahominy,60-69,87,21,6
7/20/2020,Chesapeake,20-29,368,4,0
7/20/2020,Three Rivers,Missing,5,0,0
7/20/2020,Henrico,10-19,227,4,0
7/20/2020,Mount Rogers,30-39,141,4,0
7/20/2020,Eastern Shore,30-39,241,9,0
7/20/2020,Chesterfield,0-9,134,1,0
7/20/2020,Central Shenandoah,10-19,142,1,0
7/20/2020,Crater,0-9,30,1,0
7/20/2020,Fairfax,70-79,697,249,115
7/20/2020,Rappahannock,80+,98,34,19
7/20/2020,Alexandria,10-19,192,4,0
7/20/2020,Portsmouth,40-49,137,8,0
7/20/2020,Three Rivers,50-59,125,10,0
7/20/2020,Alleghany,Missing,2,0,0
7/20/2020,Alexandria,30-39,587,32,0
7/20/2020,Southside,Missing,0,0,0
7/20/2020,Portsmouth,60-69,102,23,6
7/20/2020,Roanoke,30-39,151,1,0
7/20/2020,Three Rivers,60-69,89,14,0
7/20/2020,Fairfax,50-59,2338,315,32
7/20/2020,Portsmouth,50-59,134,22,2
7/20/2020,Chickahominy,80+,83,34,26
7/20/2020,Rappahannock Rapidan,50-59,246,29,2
7/20/2020,Fairfax,80+,819,302,293
7/20/2020,Hampton,Missing,18,0,0
7/20/2020,Cumberland Plateau,80+,5,3,0
7/20/2020,Alleghany,50-59,98,6,1
7/20/2020,Prince William,40-49,2108,164,7
7/20/2020,Fairfax,Missing,164,5,0
7/20/2020,Virginia Beach,40-49,373,19,1
7/20/2020,Richmond,Missing,22,0,0
7/20/2020,Norfolk,40-49,278,15,1
7/20/2020,Piedmont,80+,55,23,12
7/20/2020,Virginia Beach,60-69,236,23,2
7/20/2020,West Piedmont,40-49,109,10,2
7/20/2020,Arlington,10-19,127,5,0
7/20/2020,Lenowisco,0-9,5,0,0
7/20/2020,Pittsylvania-Danville,50-59,79,16,0
7/20/2020,Virginia Beach,50-59,302,18,1
7/20/2020,Chesapeake,Missing,40,1,0
7/20/2020,Central Shenandoah,80+,125,34,18
7/20/2020,Thomas Jefferson,40-49,216,14,0
7/20/2020,Rappahannock Rapidan,60-69,135,18,4
7/20/2020,Norfolk,30-39,433,16,1
7/20/2020,Rappahannock Rapidan,Missing,12,0,0
7/20/2020,Lord Fairfax,80+,167,39,44
7/20/2020,Three Rivers,10-19,43,0,0
7/20/2020,Piedmont,40-49,208,11,0
7/20/2020,Norfolk,80+,56,13,5
7/20/2020,Peninsula,20-29,510,1,0
7/20/2020,Norfolk,50-59,230,24,3
7/20/2020,Thomas Jefferson,50-59,170,13,2
7/20/2020,Richmond,70-79,94,38,14
7/20/2020,Chesterfield,70-79,149,31,22
7/20/2020,Piedmont,30-39,224,5,0
7/20/2020,Prince William,30-39,1896,94,2
7/20/2020,Alleghany,20-29,129,1,0
7/20/2020,Alleghany,0-9,15,0,0
7/20/2020,Mount Rogers,40-49,138,5,1
7/20/2020,Eastern Shore,40-49,250,12,2
7/20/2020,Central Virginia,60-69,63,4,2
7/20/2020,Richmond,10-19,212,2,0
7/20/2020,Pittsylvania-Danville,60-69,57,10,1
7/20/2020,Pittsylvania-Danville,Missing,0,0,0
7/20/2020,Chesterfield,60-69,328,51,12
7/20/2020,Southside,10-19,17,0,0
7/20/2020,New River,80+,14,4,2
7/20/2020,Central Virginia,50-59,94,2,2
7/20/2020,Hampton,70-79,37,8,0
7/20/2020,Pittsylvania-Danville,10-19,30,0,0
7/20/2020,Richmond,60-69,224,54,7
7/20/2020,Norfolk,0-9,72,2,0
7/20/2020,Cumberland Plateau,40-49,23,1,0
7/20/2020,Eastern Shore,10-19,61,1,0
7/20/2020,Mount Rogers,10-19,70,0,0
7/20/2020,Rappahannock Rapidan,0-9,88,1,0
7/20/2020,Three Rivers,0-9,13,1,0
7/20/2020,Henrico,40-49,444,28,2
7/20/2020,Alexandria,50-59,325,52,10
7/20/2020,Arlington,0-9,56,2,0
7/20/2020,Chickahominy,Missing,15,0,0
7/20/2020,New River,20-29,100,0,0
7/20/2020,Virginia Beach,20-29,739,9,0
7/20/2020,Chesapeake,50-59,244,29,1
7/20/2020,Alleghany,80+,43,10,6
7/20/2020,Fairfax,10-19,960,29,0
7/20/2020,Chesapeake,60-69,159,32,5
7/20/2020,West Piedmont,Missing,0,0,0
7/20/2020,Peninsula,80+,79,29,18
7/20/2020,Crater,40-49,259,18,1
7/20/2020,Chesapeake,40-49,260,30,1
7/20/2020,Thomas Jefferson,20-29,244,2,0
7/20/2020,Lord Fairfax,20-29,398,5,0
7/20/2020,Norfolk,20-29,724,6,0
7/20/2020,Arlington,30-39,493,43,0
7/20/2020,West Piedmont,60-69,72,12,0
7/20/2020,Henrico,50-59,383,45,8
7/20/2020,West Piedmont,50-59,131,21,1
7/20/2020,Cumberland Plateau,20-29,18,0,0
7/20/2020,Alexandria,70-79,102,38,18
7/20/2020,Portsmouth,20-29,244,11,0
7/20/2020,Western Tidewater,30-39,207,12,1
7/20/2020,Central Shenandoah,0-9,65,0,0
7/20/2020,Henrico,80+,328,68,87
7/20/2020,Alexandria,0-9,143,2,0
7/20/2020,Pittsylvania-Danville,40-49,82,8,1
7/20/2020,Henrico,20-29,457,15,0
7/20/2020,Roanoke,60-69,47,3,0
7/20/2020,Peninsula,30-39,361,7,1
7/20/2020,Alleghany,60-69,72,8,1
7/20/2020,Prince William,70-79,333,101,48
7/20/2020,Norfolk,60-69,194,35,4
7/20/2020,Southside,40-49,68,6,0
7/20/2020,Chesterfield,30-39,721,12,0
7/20/2020,Loudoun,70-79,154,49,18
7/20/2020,Central Virginia,40-49,86,1,0
7/20/2020,New River,Missing,0,0,0
7/20/2020,Chickahominy,20-29,119,1,0
7/20/2020,New River,0-9,8,0,0
7/20/2020,Cumberland Plateau,0-9,4,0,0
7/20/2020,Three Rivers,70-79,44,9,5
7/20/2020,Rappahannock Rapidan,40-49,327,21,2
7/20/2020,Hampton,0-9,21,0,0
7/20/2020,Piedmont,50-59,205,25,1
7/20/2020,Rappahannock,20-29,496,13,0
7/20/2020,Virginia Beach,0-9,86,0,0
7/20/2020,Lenowisco,50-59,29,6,1
7/20/2020,Chesapeake,70-79,99,31,3
7/20/2020,Western Tidewater,80+,160,30,35
7/20/2020,Thomas Jefferson,10-19,101,2,0
7/20/2020,Richmond,40-49,422,31,3
7/20/2020,Lord Fairfax,50-59,376,31,3
7/20/2020,Lord Fairfax,10-19,173,2,0
7/20/2020,Rappahannock Rapidan,10-19,151,3,0
7/20/2020,Crater,50-59,322,36,3
7/20/2020,Arlington,Missing,11,1,0
7/20/2020,Roanoke,50-59,63,1,0
7/20/2020,Rappahannock,10-19,281,3,0
7/20/2020,Roanoke,10-19,68,0,0
7/20/2020,Eastern Shore,Missing,6,0,0
7/20/2020,Mount Rogers,Missing,1,0,0
7/20/2020,Prince William,60-69,826,169,43
7/20/2020,Alleghany,70-79,68,8,7
7/20/2020,Crater,20-29,288,9,0
7/20/2020,Loudoun,60-69,271,53,7
7/20/2020,Fairfax,0-9,524,20,0
7/20/2020,Roanoke,Missing,4,0,0
7/20/2020,Alexandria,20-29,422,10,1
7/20/2020,Portsmouth,70-79,47,13,5
7/20/2020,Alleghany,30-39,100,2,0
7/20/2020,Prince William,20-29,1809,55,0
7/20/2020,Southside,70-79,68,11,14
7/20/2020,Piedmont,Missing,2,0,0
7/20/2020,Rappahannock,0-9,126,2,0
7/20/2020,Henrico,30-39,527,19,0
7/20/2020,Prince William,10-19,883,8,0
7/20/2020,Chickahominy,10-19,57,0,0
7/20/2020,Lord Fairfax,0-9,70,2,0
7/20/2020,Central Virginia,Missing,1,0,0
7/20/2020,Fairfax,60-69,1486,333,63
7/20/2020,Hampton,20-29,190,3,0
7/20/2020,Central Shenandoah,40-49,396,15,0
7/20/2020,Pittsylvania-Danville,0-9,14,0,0
7/20/2020,Crater,30-39,317,9,0
7/20/2020,Virginia Beach,70-79,125,30,9
7/20/2020,Virginia Beach,30-39,516,14,0
7/20/2020,Piedmont,0-9,25,0,0
7/20/2020,Central Shenandoah,30-39,364,7,0
7/20/2020,Hampton,50-59,87,10,1
7/20/2020,Peninsula,70-79,120,39,12
7/20/2020,Arlington,20-29,520,22,0
7/20/2020,West Piedmont,70-79,35,14,4
7/20/2020,Richmond,20-29,589,16,0
7/20/2020,Roanoke,0-9,18,0,0
7/20/2020,Hampton,30-39,134,3,0
7/20/2020,Thomas Jefferson,30-39,270,9,0
7/20/2020,Western Tidewater,40-49,180,6,2
7/20/2020,Richmond,50-59,320,55,2
7/20/2020,Western Tidewater,50-59,210,16,4
7/20/2020,Chickahominy,40-49,106,12,1
7/20/2020,Three Rivers,80+,41,8,5
7/20/2020,Rappahannock,30-39,530,25,0
7/20/2020,Lord Fairfax,60-69,255,52,14
7/20/2020,Western Tidewater,0-9,21,0,0
7/20/2020,Rappahannock,70-79,120,35,15
7/20/2020,Prince William,80+,245,82,74
7/20/2020,Hampton,80+,16,2,1
7/20/2020,Alexandria,80+,94,28,25
7/20/2020,Mount Rogers,60-69,119,14,0
7/20/2020,Eastern Shore,60-69,179,29,8
7/20/2020,Lord Fairfax,70-79,153,44,17
7/20/2020,New River,30-39,40,1,0
7/20/2020,Chesapeake,10-19,112,1,0
7/20/2020,Hampton,40-49,107,6,0
7/20/2020,Peninsula,Missing,21,0,0
7/20/2020,Henrico,70-79,230,51,43
7/20/2020,Western Tidewater,20-29,179,4,0
7/20/2020,Peninsula,0-9,79,0,0
7/20/2020,Loudoun,40-49,873,58,1
7/20/2020,Pittsylvania-Danville,30-39,53,1,0
7/20/2020,Loudoun,20-29,763,10,0
7/20/2020,Crater,60-69,267,52,16
7/20/2020,Loudoun,80+,214,53,73
7/20/2020,Arlington,80+,203,84,69
7/20/2020,Virginia Beach,10-19,161,0,0
7/20/2020,Mount Rogers,80+,84,30,21
7/20/2020,Eastern Shore,80+,50,22,19
7/20/2020,Crater,10-19,79,0,0
7/20/2020,Lenowisco,30-39,10,1,1
7/20/2020,Norfolk,Missing,29,1,0
7/20/2020,Henrico,Missing,34,1,1
7/20/2020,New River,40-49,50,3,0
7/20/2020,Central Virginia,0-9,12,0,0
7/20/2020,New River,70-79,21,8,4
7/20/2020,Loudoun,0-9,168,4,0
7/20/2020,Central Virginia,70-79,34,4,2
7/20/2020,Southside,0-9,7,0,0
7/20/2020,Three Rivers,40-49,173,12,2
7/20/2020,Chickahominy,30-39,108,3,0
7/20/2020,Central Shenandoah,60-69,298,47,13
7/20/2020,Western Tidewater,60-69,189,20,7
7/20/2020,Cumberland Plateau,30-39,19,1,0
7/20/2020,Portsmouth,10-19,62,0,0
7/20/2020,Chesterfield,Missing,101,0,0
7/20/2020,Alexandria,40-49,469,41,0
7/20/2020,Thomas Jefferson,70-79,101,22,5
7/20/2020,Three Rivers,30-39,185,3,0
7/20/2020,Western Tidewater,70-79,114,24,19
7/20/2020,Arlington,60-69,294,82,19
7/20/2020,Cumberland Plateau,10-19,27,0,0
7/20/2020,West Piedmont,30-39,110,4,0
7/20/2020,Peninsula,10-19,119,1,0
7/20/2020,Lenowisco,10-19,10,0,0
7/20/2020,Chesapeake,0-9,52,1,0
7/20/2020,Peninsula,50-59,243,24,3
7/20/2020,Cumberland Plateau,Missing,0,0,0
7/20/2020,Peninsula,60-69,179,32,4
7/20/2020,Lord Fairfax,30-39,382,11,1
7/20/2020,Virginia Beach,Missing,64,0,0
7/20/2020,Arlington,40-49,454,51,8
7/20/2020,West Piedmont,10-19,86,0,0
7/20/2020,Chickahominy,70-79,64,21,6
7/20/2020,Pittsylvania-Danville,20-29,54,0,0
7/20/2020,Loudoun,50-59,713,62,3
7/20/2020,Richmond,30-39,553,29,1
7/20/2020,Thomas Jefferson,Missing,2,0,0
7/20/2020,Rappahannock Rapidan,80+,30,17,8
7/20/2020,Lord Fairfax,Missing,2,0,0
7/20/2020,Cumberland Plateau,50-59,18,2,0
7/20/2020,Loudoun,Missing,68,0,1
7/20/2020,Southside,50-59,77,10,0
7/20/2020,Chesterfield,20-29,646,9,0
7/20/2020,Norfolk,70-79,81,29,6
7/20/2020,Alleghany,10-19,89,0,0
7/20/2020,Crater,80+,125,24,12
7/20/2020,Portsmouth,Missing,20,0,0
7/20/2020,Western Tidewater,10-19,55,0,0
7/20/2020,Chesterfield,10-19,349,0,0
7/20/2020,Southside,60-69,69,15,5
