County,WeekStartDate,Deaths,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Grays Harbor County,02/08/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Grays Harbor County,16/08/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Grays Harbor County,30/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Grays Harbor County,06/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Grays Harbor County,13/09/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Grays Harbor County,27/09/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Grays Harbor County,11/10/2020,3,0,0,0,0,3,0,0,2021/03/15 15:23:27
Grays Harbor County,18/10/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Grays Harbor County,25/10/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Grays Harbor County,08/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Grays Harbor County,15/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Grays Harbor County,22/11/2020,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Grays Harbor County,29/11/2020,5,0,0,2,1,2,0,0,2021/03/15 15:23:27
Grays Harbor County,06/12/2020,4,0,0,0,1,2,1,0,2021/03/15 15:23:27
Grays Harbor County,13/12/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Grays Harbor County,20/12/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Grays Harbor County,27/12/2020,3,0,0,0,1,1,1,0,2021/03/15 15:23:27
Grays Harbor County,03/01/2021,2,0,0,0,2,0,0,0,2021/03/15 15:23:27
Grays Harbor County,10/01/2021,4,0,0,1,1,2,0,0,2021/03/15 15:23:27
Grays Harbor County,17/01/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Grays Harbor County,24/01/2021,4,0,0,1,0,1,2,0,2021/03/15 15:23:27
Grays Harbor County,31/01/2021,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Grays Harbor County,14/02/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Grays Harbor County,21/02/2021,3,0,0,0,2,1,0,0,2021/03/15 15:23:27
Island County,08/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Island County,15/03/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Island County,22/03/2020,6,0,0,0,0,2,4,0,2021/03/15 15:23:27
Island County,26/04/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Island County,03/05/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Island County,20/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Island County,08/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Island County,15/11/2020,3,0,0,0,0,1,2,0,2021/03/15 15:23:27
Island County,22/11/2020,4,0,0,0,0,0,4,0,2021/03/15 15:23:27
Island County,29/11/2020,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Island County,13/12/2020,1,0,1,0,0,0,0,0,2021/03/15 15:23:27
Island County,20/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Island County,03/01/2021,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Island County,07/02/2021,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Jefferson County,15/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Jefferson County,13/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
King County,23/02/2020,10,0,0,0,3,4,3,0,2021/03/15 15:23:27
King County,01/03/2020,44,0,0,0,4,13,27,0,2021/03/15 15:23:27
King County,08/03/2020,61,0,0,0,5,28,28,0,2021/03/15 15:23:27
King County,15/03/2020,65,0,0,3,5,19,38,0,2021/03/15 15:23:27
King County,22/03/2020,86,0,1,3,10,23,49,0,2021/03/15 15:23:27
King County,29/03/2020,89,0,0,1,8,30,50,0,2021/03/15 15:23:27
King County,05/04/2020,67,0,0,1,12,17,37,0,2021/03/15 15:23:27
King County,12/04/2020,53,0,0,4,10,20,19,0,2021/03/15 15:23:27
King County,19/04/2020,43,0,1,1,6,11,24,0,2021/03/15 15:23:27
King County,26/04/2020,38,0,0,1,5,12,20,0,2021/03/15 15:23:27
King County,03/05/2020,20,0,1,0,3,3,13,0,2021/03/15 15:23:27
King County,10/05/2020,11,0,0,0,2,4,5,0,2021/03/15 15:23:27
King County,17/05/2020,11,0,0,0,3,2,6,0,2021/03/15 15:23:27
King County,24/05/2020,8,0,0,0,3,2,3,0,2021/03/15 15:23:27
King County,31/05/2020,11,0,1,0,1,4,5,0,2021/03/15 15:23:27
King County,07/06/2020,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
King County,14/06/2020,6,0,0,0,1,1,4,0,2021/03/15 15:23:27
King County,21/06/2020,7,0,0,0,0,1,6,0,2021/03/15 15:23:27
King County,28/06/2020,9,0,0,0,1,1,7,0,2021/03/15 15:23:27
King County,05/07/2020,14,0,0,1,2,5,6,0,2021/03/15 15:23:27
King County,12/07/2020,21,1,0,0,2,8,10,0,2021/03/15 15:23:27
King County,19/07/2020,12,0,0,0,3,2,7,0,2021/03/15 15:23:27
King County,26/07/2020,26,0,0,1,7,4,14,0,2021/03/15 15:23:27
King County,02/08/2020,16,0,0,0,4,5,7,0,2021/03/15 15:23:27
King County,09/08/2020,12,0,0,0,0,4,8,0,2021/03/15 15:23:27
King County,16/08/2020,8,0,0,0,0,4,4,0,2021/03/15 15:23:27
King County,23/08/2020,4,0,0,0,2,2,0,0,2021/03/15 15:23:27
King County,30/08/2020,7,0,0,0,1,2,4,0,2021/03/15 15:23:27
King County,06/09/2020,4,0,0,1,1,0,2,0,2021/03/15 15:23:27
King County,13/09/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
King County,20/09/2020,10,0,1,0,0,2,7,0,2021/03/15 15:23:27
King County,27/09/2020,9,0,0,1,1,3,4,0,2021/03/15 15:23:27
King County,04/10/2020,12,0,0,0,1,5,6,0,2021/03/15 15:23:27
King County,11/10/2020,5,0,0,0,1,4,0,0,2021/03/15 15:23:27
King County,18/10/2020,13,0,0,0,2,2,9,0,2021/03/15 15:23:27
King County,25/10/2020,8,0,0,0,3,3,2,0,2021/03/15 15:23:27
King County,01/11/2020,25,0,1,0,5,8,11,0,2021/03/15 15:23:27
King County,08/11/2020,37,0,0,0,5,12,20,0,2021/03/15 15:23:27
King County,15/11/2020,38,1,0,1,3,10,23,0,2021/03/15 15:23:27
King County,22/11/2020,57,0,0,2,11,15,29,0,2021/03/15 15:23:27
King County,29/11/2020,73,0,0,1,3,30,39,0,2021/03/15 15:23:27
King County,06/12/2020,81,0,1,0,6,34,40,0,2021/03/15 15:23:27
King County,13/12/2020,43,0,0,1,7,15,20,0,2021/03/15 15:23:27
King County,20/12/2020,49,0,0,0,3,15,31,0,2021/03/15 15:23:27
King County,27/12/2020,42,0,0,3,9,12,18,0,2021/03/15 15:23:27
King County,03/01/2021,50,0,1,0,5,16,28,0,2021/03/15 15:23:27
King County,10/01/2021,29,0,0,0,3,9,17,0,2021/03/15 15:23:27
King County,17/01/2021,26,0,0,0,2,7,17,0,2021/03/15 15:23:27
King County,24/01/2021,18,0,0,1,1,6,10,0,2021/03/15 15:23:27
King County,31/01/2021,21,0,0,0,5,6,10,0,2021/03/15 15:23:27
King County,07/02/2021,18,0,0,0,2,6,10,0,2021/03/15 15:23:27
King County,14/02/2021,4,0,0,1,0,2,1,0,2021/03/15 15:23:27
King County,21/02/2021,3,0,0,1,0,1,1,0,2021/03/15 15:23:27
King County,28/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kitsap County,22/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kitsap County,29/03/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Kitsap County,28/06/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kitsap County,12/07/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Kitsap County,19/07/2020,3,0,0,1,0,1,1,0,2021/03/15 15:23:27
Kitsap County,26/07/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Kitsap County,09/08/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Kitsap County,16/08/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Kitsap County,23/08/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Kitsap County,06/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kitsap County,13/09/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Kitsap County,20/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kitsap County,27/09/2020,3,0,0,0,0,1,2,0,2021/03/15 15:23:27
Kitsap County,11/10/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kitsap County,25/10/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Kitsap County,01/11/2020,5,0,0,0,1,1,3,0,2021/03/15 15:23:27
Kitsap County,08/11/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Kitsap County,15/11/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Kitsap County,22/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Kitsap County,29/11/2020,5,0,0,0,0,3,2,0,2021/03/15 15:23:27
Kitsap County,13/12/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Kitsap County,20/12/2020,12,0,1,0,1,3,7,0,2021/03/15 15:23:27
Kitsap County,27/12/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Kitsap County,03/01/2021,17,0,0,0,0,5,12,0,2021/03/15 15:23:27
Kitsap County,10/01/2021,2,0,0,1,0,1,0,0,2021/03/15 15:23:27
Kitsap County,17/01/2021,6,0,0,0,2,1,3,0,2021/03/15 15:23:27
Kitsap County,14/02/2021,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Kittitas County,05/07/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Kittitas County,12/07/2020,15,0,0,0,0,2,13,0,2021/03/15 15:23:27
Kittitas County,19/07/2020,5,0,0,0,0,2,3,0,2021/03/15 15:23:27
Kittitas County,06/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kittitas County,18/10/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kittitas County,22/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kittitas County,06/12/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Kittitas County,13/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Kittitas County,20/12/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Klickitat County,15/03/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Klickitat County,22/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Klickitat County,05/04/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Klickitat County,08/11/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Klickitat County,29/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Klickitat County,13/12/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Klickitat County,20/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Klickitat County,07/02/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Lewis County,15/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Lewis County,29/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Lewis County,05/04/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Lewis County,02/08/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Lewis County,13/09/2020,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Lewis County,20/09/2020,7,0,0,0,0,4,3,0,2021/03/15 15:23:27
Lewis County,27/09/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Lewis County,11/10/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Lewis County,25/10/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Lewis County,08/11/2020,3,0,0,0,1,0,2,0,2021/03/15 15:23:27
Lewis County,15/11/2020,3,0,0,0,1,0,2,0,2021/03/15 15:23:27
Lewis County,22/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Lewis County,29/11/2020,7,0,0,0,0,5,2,0,2021/03/15 15:23:27
Lewis County,06/12/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Lewis County,13/12/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Lewis County,27/12/2020,4,0,0,0,0,4,0,0,2021/03/15 15:23:27
Lewis County,03/01/2021,4,0,0,0,2,2,0,0,2021/03/15 15:23:27
Lewis County,17/01/2021,3,0,0,0,1,1,1,0,2021/03/15 15:23:27
Lewis County,31/01/2021,4,0,0,0,1,1,2,0,2021/03/15 15:23:27
Lewis County,07/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Lincoln County,09/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Lincoln County,13/09/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Lincoln County,08/11/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Lincoln County,17/01/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Lincoln County,21/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Mason County,12/04/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Mason County,26/07/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Mason County,16/08/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Mason County,23/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Mason County,13/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Mason County,20/09/2020,3,0,0,0,1,0,2,0,2021/03/15 15:23:27
Mason County,27/09/2020,5,0,0,0,0,2,3,0,2021/03/15 15:23:27
Mason County,01/11/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Mason County,15/11/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Mason County,22/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Mason County,06/12/2020,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Mason County,13/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Mason County,03/01/2021,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Mason County,17/01/2021,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Mason County,31/01/2021,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Okanogan County,22/03/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Okanogan County,12/04/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Okanogan County,28/06/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Okanogan County,05/07/2020,2,0,0,1,0,1,0,0,2021/03/15 15:23:27
Okanogan County,12/07/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Okanogan County,19/07/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Okanogan County,02/08/2020,3,0,0,1,2,0,0,0,2021/03/15 15:23:27
Okanogan County,09/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Okanogan County,08/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Okanogan County,15/11/2020,12,0,0,0,0,4,8,0,2021/03/15 15:23:27
Okanogan County,22/11/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Okanogan County,29/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Okanogan County,06/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Okanogan County,13/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Okanogan County,27/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Okanogan County,03/01/2021,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Pacific County,29/03/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Pacific County,12/07/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pacific County,02/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pacific County,29/11/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pacific County,13/12/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Pacific County,20/12/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Pacific County,27/12/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pacific County,03/01/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pacific County,07/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Pend Oreille County,27/09/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pend Oreille County,08/11/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pend Oreille County,15/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Pend Oreille County,22/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Pend Oreille County,13/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Pend Oreille County,20/12/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Pierce County,01/03/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Pierce County,08/03/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Pierce County,15/03/2020,6,0,0,0,0,3,3,0,2021/03/15 15:23:27
Pierce County,22/03/2020,11,0,0,0,1,6,4,0,2021/03/15 15:23:27
Pierce County,29/03/2020,17,0,0,1,0,6,10,0,2021/03/15 15:23:27
Pierce County,05/04/2020,12,0,0,0,2,5,5,0,2021/03/15 15:23:27
Pierce County,12/04/2020,16,0,0,0,1,10,5,0,2021/03/15 15:23:27
Pierce County,19/04/2020,6,0,0,0,2,2,2,0,2021/03/15 15:23:27
Pierce County,26/04/2020,7,0,1,0,1,2,3,0,2021/03/15 15:23:27
Pierce County,03/05/2020,6,0,0,0,0,2,4,0,2021/03/15 15:23:27
Pierce County,10/05/2020,6,0,0,0,1,0,5,0,2021/03/15 15:23:27
Pierce County,17/05/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Pierce County,24/05/2020,6,0,0,0,1,1,4,0,2021/03/15 15:23:27
Pierce County,31/05/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Pierce County,14/06/2020,5,0,0,0,0,3,2,0,2021/03/15 15:23:27
Pierce County,21/06/2020,8,0,0,0,1,3,4,0,2021/03/15 15:23:27
Pierce County,28/06/2020,6,0,0,1,0,1,4,0,2021/03/15 15:23:27
Pierce County,05/07/2020,8,0,0,0,2,3,3,0,2021/03/15 15:23:27
Pierce County,12/07/2020,15,1,0,1,2,3,8,0,2021/03/15 15:23:27
Pierce County,19/07/2020,14,0,0,0,1,7,6,0,2021/03/15 15:23:27
Pierce County,26/07/2020,9,0,0,0,3,3,3,0,2021/03/15 15:23:27
Pierce County,02/08/2020,8,0,0,1,0,5,2,0,2021/03/15 15:23:27
Pierce County,09/08/2020,5,0,1,0,2,2,0,0,2021/03/15 15:23:27
Pierce County,16/08/2020,10,0,0,1,1,2,6,0,2021/03/15 15:23:27
Pierce County,23/08/2020,5,0,0,0,0,1,4,0,2021/03/15 15:23:27
Pierce County,30/08/2020,7,0,0,0,0,1,6,0,2021/03/15 15:23:27
Pierce County,06/09/2020,3,0,0,0,0,1,2,0,2021/03/15 15:23:27
Pierce County,13/09/2020,9,0,0,0,1,4,4,0,2021/03/15 15:23:27
Pierce County,20/09/2020,6,0,0,0,1,3,2,0,2021/03/15 15:23:27
Pierce County,27/09/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Pierce County,04/10/2020,9,0,0,1,0,6,2,0,2021/03/15 15:23:27
Pierce County,11/10/2020,12,0,0,1,2,3,6,0,2021/03/15 15:23:27
Pierce County,18/10/2020,11,0,0,0,1,7,3,0,2021/03/15 15:23:27
Pierce County,25/10/2020,18,0,0,0,2,9,7,0,2021/03/15 15:23:27
Pierce County,01/11/2020,11,0,0,2,0,4,5,0,2021/03/15 15:23:27
Pierce County,08/11/2020,11,0,0,1,1,5,4,0,2021/03/15 15:23:27
Pierce County,15/11/2020,30,0,0,1,6,14,9,0,2021/03/15 15:23:27
Pierce County,22/11/2020,22,0,0,0,1,14,7,0,2021/03/15 15:23:27
Pierce County,29/11/2020,31,0,0,0,2,13,16,0,2021/03/15 15:23:27
Pierce County,06/12/2020,28,0,0,1,4,5,18,0,2021/03/15 15:23:27
Pierce County,13/12/2020,24,0,0,0,1,11,12,0,2021/03/15 15:23:27
Pierce County,20/12/2020,34,0,0,0,0,9,25,0,2021/03/15 15:23:27
Pierce County,27/12/2020,32,0,0,1,2,10,19,0,2021/03/15 15:23:27
Pierce County,03/01/2021,21,0,0,2,0,7,12,0,2021/03/15 15:23:27
Pierce County,10/01/2021,13,0,0,1,4,6,2,0,2021/03/15 15:23:27
Pierce County,17/01/2021,23,0,1,4,4,5,9,0,2021/03/15 15:23:27
Pierce County,24/01/2021,12,0,0,0,2,4,6,0,2021/03/15 15:23:27
Pierce County,31/01/2021,12,0,0,0,0,3,9,0,2021/03/15 15:23:27
Pierce County,07/02/2021,8,0,0,0,0,2,6,0,2021/03/15 15:23:27
Pierce County,14/02/2021,2,0,1,0,0,0,1,0,2021/03/15 15:23:27
Pierce County,21/02/2021,3,0,0,1,1,0,1,0,2021/03/15 15:23:27
Skagit County,08/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Skagit County,15/03/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Skagit County,22/03/2020,3,0,0,0,1,0,2,0,2021/03/15 15:23:27
Skagit County,29/03/2020,2,0,0,0,2,0,0,0,2021/03/15 15:23:27
Skagit County,12/04/2020,5,0,0,0,1,2,2,0,2021/03/15 15:23:27
Skagit County,19/04/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Skagit County,28/06/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Skagit County,05/07/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Skagit County,12/07/2020,2,0,0,0,0,2,0,0,2021/03/15 15:23:27
Skagit County,19/07/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Skagit County,09/08/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Skagit County,13/09/2020,2,0,0,0,0,2,0,0,2021/03/15 15:23:27
Skagit County,01/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Skagit County,08/11/2020,3,0,0,0,0,3,0,0,2021/03/15 15:23:27
Skagit County,15/11/2020,6,0,0,0,0,2,4,0,2021/03/15 15:23:27
Skagit County,22/11/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Skagit County,29/11/2020,7,0,0,1,0,2,4,0,2021/03/15 15:23:27
