County,WeekStartDate,Deaths,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Skagit County,06/12/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Skagit County,13/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Skagit County,20/12/2020,6,0,0,0,1,1,4,0,2021/03/15 15:23:27
Skagit County,27/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Skagit County,03/01/2021,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Skagit County,10/01/2021,3,0,0,0,1,0,2,0,2021/03/15 15:23:27
Skagit County,17/01/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Skagit County,31/01/2021,2,0,1,0,0,1,0,0,2021/03/15 15:23:27
Skamania County,21/06/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Snohomish County,23/02/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Snohomish County,01/03/2020,3,0,0,1,0,1,1,0,2021/03/15 15:23:27
Snohomish County,08/03/2020,13,0,0,2,0,4,7,0,2021/03/15 15:23:27
Snohomish County,15/03/2020,25,0,0,0,7,10,8,0,2021/03/15 15:23:27
Snohomish County,22/03/2020,20,0,0,0,1,10,9,0,2021/03/15 15:23:27
Snohomish County,29/03/2020,19,0,0,0,1,5,13,0,2021/03/15 15:23:27
Snohomish County,05/04/2020,19,0,0,0,4,7,8,0,2021/03/15 15:23:27
Snohomish County,12/04/2020,16,0,1,0,2,8,5,0,2021/03/15 15:23:27
Snohomish County,19/04/2020,6,0,0,0,0,1,5,0,2021/03/15 15:23:27
Snohomish County,26/04/2020,12,0,0,0,1,4,7,0,2021/03/15 15:23:27
Snohomish County,03/05/2020,6,0,0,0,2,1,3,0,2021/03/15 15:23:27
Snohomish County,10/05/2020,13,0,0,2,0,4,7,0,2021/03/15 15:23:27
Snohomish County,17/05/2020,7,0,0,0,0,2,5,0,2021/03/15 15:23:27
Snohomish County,24/05/2020,4,0,0,2,1,1,0,0,2021/03/15 15:23:27
Snohomish County,31/05/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Snohomish County,07/06/2020,5,0,0,0,1,2,2,0,2021/03/15 15:23:27
Snohomish County,14/06/2020,5,0,0,1,1,0,3,0,2021/03/15 15:23:27
Snohomish County,21/06/2020,4,0,0,0,1,2,1,0,2021/03/15 15:23:27
Snohomish County,28/06/2020,3,0,0,1,0,1,1,0,2021/03/15 15:23:27
Snohomish County,05/07/2020,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Snohomish County,12/07/2020,5,0,0,1,1,2,1,0,2021/03/15 15:23:27
Snohomish County,19/07/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Snohomish County,26/07/2020,8,0,0,1,1,0,6,0,2021/03/15 15:23:27
Snohomish County,02/08/2020,3,0,0,0,1,2,0,0,2021/03/15 15:23:27
Snohomish County,09/08/2020,2,0,0,0,0,2,0,0,2021/03/15 15:23:27
Snohomish County,16/08/2020,3,0,0,1,0,1,1,0,2021/03/15 15:23:27
Snohomish County,23/08/2020,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Snohomish County,30/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Snohomish County,06/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Snohomish County,13/09/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Snohomish County,20/09/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Snohomish County,27/09/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Snohomish County,04/10/2020,8,0,0,2,2,2,2,0,2021/03/15 15:23:27
Snohomish County,11/10/2020,17,0,0,1,1,4,11,0,2021/03/15 15:23:27
Snohomish County,18/10/2020,6,0,0,0,0,1,5,0,2021/03/15 15:23:27
Snohomish County,25/10/2020,8,0,0,0,0,3,5,0,2021/03/15 15:23:27
Snohomish County,01/11/2020,14,0,0,0,1,5,8,0,2021/03/15 15:23:27
Snohomish County,08/11/2020,20,0,0,0,1,9,10,0,2021/03/15 15:23:27
Snohomish County,15/11/2020,24,0,0,1,1,5,17,0,2021/03/15 15:23:27
Snohomish County,22/11/2020,34,0,0,0,4,9,21,0,2021/03/15 15:23:27
Snohomish County,29/11/2020,39,0,1,2,3,10,23,0,2021/03/15 15:23:27
Snohomish County,06/12/2020,30,0,0,0,3,13,14,0,2021/03/15 15:23:27
Snohomish County,13/12/2020,29,0,1,2,4,10,12,0,2021/03/15 15:23:27
Snohomish County,20/12/2020,29,0,0,2,1,11,15,0,2021/03/15 15:23:27
Snohomish County,27/12/2020,27,0,0,0,2,11,14,0,2021/03/15 15:23:27
Snohomish County,03/01/2021,16,0,0,1,0,5,10,0,2021/03/15 15:23:27
Snohomish County,10/01/2021,6,0,0,0,1,1,4,0,2021/03/15 15:23:27
Snohomish County,17/01/2021,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Snohomish County,24/01/2021,6,0,0,0,1,3,2,0,2021/03/15 15:23:27
Snohomish County,31/01/2021,5,0,0,2,1,2,0,0,2021/03/15 15:23:27
Snohomish County,21/02/2021,4,0,0,0,0,1,3,0,2021/03/15 15:23:27
Snohomish County,28/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Spokane County,08/03/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Spokane County,15/03/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Spokane County,22/03/2020,9,0,0,0,2,4,3,0,2021/03/15 15:23:27
Spokane County,29/03/2020,6,0,0,0,3,1,2,0,2021/03/15 15:23:27
Spokane County,05/04/2020,6,0,0,0,0,1,5,0,2021/03/15 15:23:27
Spokane County,12/04/2020,5,0,0,0,0,1,4,0,2021/03/15 15:23:27
Spokane County,19/04/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Spokane County,26/04/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Spokane County,10/05/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Spokane County,17/05/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Spokane County,24/05/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Spokane County,31/05/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Spokane County,07/06/2020,2,0,0,1,0,0,1,0,2021/03/15 15:23:27
Spokane County,21/06/2020,3,0,0,0,1,2,0,0,2021/03/15 15:23:27
Spokane County,28/06/2020,4,0,0,0,0,1,3,0,2021/03/15 15:23:27
Spokane County,05/07/2020,6,0,1,1,1,0,3,0,2021/03/15 15:23:27
Spokane County,12/07/2020,8,0,0,0,0,1,7,0,2021/03/15 15:23:27
Spokane County,19/07/2020,24,0,0,1,2,8,13,0,2021/03/15 15:23:27
Spokane County,26/07/2020,35,0,0,0,2,10,23,0,2021/03/15 15:23:27
Spokane County,02/08/2020,12,0,0,0,1,4,7,0,2021/03/15 15:23:27
Spokane County,09/08/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Spokane County,16/08/2020,11,0,0,0,0,4,7,0,2021/03/15 15:23:27
Spokane County,23/08/2020,7,0,0,0,1,2,4,0,2021/03/15 15:23:27
Spokane County,30/08/2020,6,0,0,0,1,2,3,0,2021/03/15 15:23:27
Spokane County,06/09/2020,5,0,0,0,0,2,3,0,2021/03/15 15:23:27
Spokane County,13/09/2020,16,0,0,0,4,3,9,0,2021/03/15 15:23:27
Spokane County,20/09/2020,6,0,0,0,1,2,3,0,2021/03/15 15:23:27
Spokane County,27/09/2020,7,0,0,0,1,1,5,0,2021/03/15 15:23:27
Spokane County,04/10/2020,6,0,0,0,0,1,5,0,2021/03/15 15:23:27
Spokane County,11/10/2020,5,0,0,0,0,2,3,0,2021/03/15 15:23:27
Spokane County,18/10/2020,22,0,0,0,2,15,5,0,2021/03/15 15:23:27
Spokane County,25/10/2020,6,0,0,0,0,4,2,0,2021/03/15 15:23:27
Spokane County,01/11/2020,13,0,0,0,3,6,4,0,2021/03/15 15:23:27
Spokane County,08/11/2020,22,0,0,1,2,8,11,0,2021/03/15 15:23:27
Spokane County,15/11/2020,20,1,0,1,1,6,11,0,2021/03/15 15:23:27
Spokane County,22/11/2020,23,0,0,2,2,8,11,0,2021/03/15 15:23:27
Spokane County,29/11/2020,28,0,2,1,2,9,14,0,2021/03/15 15:23:27
Spokane County,06/12/2020,45,0,0,0,1,17,27,0,2021/03/15 15:23:27
Spokane County,13/12/2020,26,0,0,0,2,12,12,0,2021/03/15 15:23:27
Spokane County,20/12/2020,23,0,0,0,3,6,14,0,2021/03/15 15:23:27
Spokane County,27/12/2020,48,0,0,0,1,24,23,0,2021/03/15 15:23:27
Spokane County,03/01/2021,29,0,0,0,2,8,19,0,2021/03/15 15:23:27
Spokane County,10/01/2021,19,0,0,2,1,6,10,0,2021/03/15 15:23:27
Spokane County,17/01/2021,15,0,0,1,1,4,9,0,2021/03/15 15:23:27
Spokane County,24/01/2021,7,0,0,0,1,5,1,0,2021/03/15 15:23:27
Spokane County,31/01/2021,11,0,0,1,3,4,3,0,2021/03/15 15:23:27
Spokane County,07/02/2021,8,0,0,1,0,2,5,0,2021/03/15 15:23:27
Spokane County,14/02/2021,5,0,0,0,0,3,2,0,2021/03/15 15:23:27
Spokane County,21/02/2021,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Spokane County,28/02/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Spokane County,07/03/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Stevens County,29/03/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Stevens County,12/07/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Stevens County,13/09/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Stevens County,04/10/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Stevens County,25/10/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Stevens County,01/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Stevens County,08/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Stevens County,22/11/2020,2,0,0,0,0,2,0,0,2021/03/15 15:23:27
Stevens County,29/11/2020,4,0,0,0,0,1,3,0,2021/03/15 15:23:27
Stevens County,06/12/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Stevens County,13/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Stevens County,10/01/2021,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Stevens County,17/01/2021,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Stevens County,31/01/2021,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Thurston County,22/03/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Thurston County,24/05/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Thurston County,31/05/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Thurston County,07/06/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Thurston County,28/06/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Thurston County,05/07/2020,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Thurston County,12/07/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Thurston County,19/07/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Thurston County,26/07/2020,2,0,0,1,0,1,0,0,2021/03/15 15:23:27
Thurston County,02/08/2020,3,0,0,0,1,1,1,0,2021/03/15 15:23:27
Thurston County,30/08/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Thurston County,13/09/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Thurston County,20/09/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Thurston County,04/10/2020,4,0,0,0,0,1,3,0,2021/03/15 15:23:27
Thurston County,11/10/2020,10,0,0,0,0,3,7,0,2021/03/15 15:23:27
Thurston County,18/10/2020,4,0,0,0,0,1,3,0,2021/03/15 15:23:27
Thurston County,25/10/2020,6,0,0,0,1,3,2,0,2021/03/15 15:23:27
Thurston County,01/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Thurston County,08/11/2020,3,0,0,0,0,1,2,0,2021/03/15 15:23:27
Thurston County,15/11/2020,3,0,0,1,1,1,0,0,2021/03/15 15:23:27
Thurston County,22/11/2020,3,0,0,0,1,2,0,0,2021/03/15 15:23:27
Thurston County,29/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Thurston County,06/12/2020,2,0,0,1,1,0,0,0,2021/03/15 15:23:27
Thurston County,13/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Thurston County,20/12/2020,6,0,1,0,1,3,1,0,2021/03/15 15:23:27
Thurston County,27/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Thurston County,03/01/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Thurston County,10/01/2021,4,0,0,0,0,3,1,0,2021/03/15 15:23:27
Thurston County,24/01/2021,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Thurston County,31/01/2021,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Thurston County,07/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Walla Walla County,05/04/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Walla Walla County,19/04/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Walla Walla County,02/08/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Walla Walla County,16/08/2020,3,0,0,0,1,1,1,0,2021/03/15 15:23:27
Walla Walla County,30/08/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Walla Walla County,11/10/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Walla Walla County,18/10/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Walla Walla County,25/10/2020,7,0,0,0,1,1,5,0,2021/03/15 15:23:27
Walla Walla County,01/11/2020,9,0,0,0,2,2,5,0,2021/03/15 15:23:27
Walla Walla County,08/11/2020,7,0,0,0,1,3,3,0,2021/03/15 15:23:27
Walla Walla County,15/11/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Walla Walla County,22/11/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Walla Walla County,06/12/2020,3,0,0,0,1,1,1,0,2021/03/15 15:23:27
Walla Walla County,13/12/2020,5,0,0,0,2,1,2,0,2021/03/15 15:23:27
Walla Walla County,20/12/2020,4,0,0,0,1,1,2,0,2021/03/15 15:23:27
Walla Walla County,27/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Walla Walla County,03/01/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Walla Walla County,17/01/2021,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Walla Walla County,24/01/2021,3,0,0,0,0,0,3,0,2021/03/15 15:23:27
Walla Walla County,31/01/2021,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Walla Walla County,21/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Walla Walla County,28/02/2021,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Whatcom County,08/03/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Whatcom County,15/03/2020,13,0,0,0,1,2,10,0,2021/03/15 15:23:27
Whatcom County,22/03/2020,6,0,0,0,2,0,4,0,2021/03/15 15:23:27
Whatcom County,29/03/2020,7,0,0,0,0,0,7,0,2021/03/15 15:23:27
Whatcom County,05/04/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Whatcom County,12/04/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Whatcom County,26/04/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,03/05/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Whatcom County,17/05/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,07/06/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,05/07/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,19/07/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,06/09/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Whatcom County,13/09/2020,6,0,0,0,0,0,6,0,2021/03/15 15:23:27
Whatcom County,20/09/2020,5,0,0,0,0,1,4,0,2021/03/15 15:23:27
Whatcom County,11/10/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Whatcom County,25/10/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Whatcom County,01/11/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Whatcom County,22/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,29/11/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Whatcom County,06/12/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,13/12/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Whatcom County,27/12/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Whatcom County,03/01/2021,4,0,0,1,1,1,1,0,2021/03/15 15:23:27
Whatcom County,10/01/2021,5,0,0,0,1,2,2,0,2021/03/15 15:23:27
Whatcom County,17/01/2021,5,0,0,0,0,3,2,0,2021/03/15 15:23:27
Whatcom County,24/01/2021,3,0,0,0,0,1,2,0,2021/03/15 15:23:27
Whatcom County,31/01/2021,3,0,0,0,1,0,2,0,2021/03/15 15:23:27
Whatcom County,07/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whatcom County,14/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whitman County,06/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whitman County,27/09/2020,3,0,0,0,0,2,1,0,2021/03/15 15:23:27
Whitman County,04/10/2020,10,0,0,0,0,4,6,0,2021/03/15 15:23:27
Whitman County,11/10/2020,3,0,0,0,2,1,0,0,2021/03/15 15:23:27
Whitman County,18/10/2020,5,0,0,0,0,0,5,0,2021/03/15 15:23:27
Whitman County,25/10/2020,2,0,0,0,0,1,1,0,2021/03/15 15:23:27
Whitman County,29/11/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Whitman County,06/12/2020,2,0,0,0,0,0,2,0,2021/03/15 15:23:27
Whitman County,13/12/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Whitman County,20/12/2020,9,0,0,0,1,2,6,0,2021/03/15 15:23:27
Whitman County,27/12/2020,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Whitman County,03/01/2021,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Whitman County,10/01/2021,2,0,0,0,0,2,0,0,2021/03/15 15:23:27
Whitman County,17/01/2021,3,0,0,1,0,2,0,0,2021/03/15 15:23:27
Yakima County,15/03/2020,2,0,0,1,0,0,1,0,2021/03/15 15:23:27
Yakima County,22/03/2020,15,0,0,1,2,4,8,0,2021/03/15 15:23:27
Yakima County,29/03/2020,18,0,0,1,3,8,6,0,2021/03/15 15:23:27
Yakima County,05/04/2020,16,0,0,0,3,6,7,0,2021/03/15 15:23:27
Yakima County,12/04/2020,9,0,0,0,0,6,3,0,2021/03/15 15:23:27
Yakima County,19/04/2020,11,0,0,0,1,5,5,0,2021/03/15 15:23:27
Yakima County,26/04/2020,12,0,0,0,0,3,9,0,2021/03/15 15:23:27
Yakima County,03/05/2020,16,0,1,1,1,5,8,0,2021/03/15 15:23:27
Yakima County,10/05/2020,14,0,0,0,3,3,8,0,2021/03/15 15:23:27
Yakima County,17/05/2020,10,0,0,1,3,4,2,0,2021/03/15 15:23:27
Yakima County,24/05/2020,11,0,0,0,4,4,3,0,2021/03/15 15:23:27
Yakima County,31/05/2020,11,0,0,1,1,6,3,0,2021/03/15 15:23:27
Yakima County,07/06/2020,30,0,0,3,3,9,15,0,2021/03/15 15:23:27
Yakima County,14/06/2020,21,0,0,4,3,8,6,0,2021/03/15 15:23:27
Yakima County,21/06/2020,15,0,0,0,1,2,12,0,2021/03/15 15:23:27
Yakima County,28/06/2020,13,0,0,0,3,3,7,0,2021/03/15 15:23:27
Yakima County,05/07/2020,8,0,0,0,2,3,3,0,2021/03/15 15:23:27
Yakima County,12/07/2020,9,0,0,0,3,2,4,0,2021/03/15 15:23:27
Yakima County,19/07/2020,5,0,0,0,1,1,3,0,2021/03/15 15:23:27
Yakima County,26/07/2020,3,0,1,0,0,2,0,0,2021/03/15 15:23:27
Yakima County,02/08/2020,7,0,0,1,2,0,4,0,2021/03/15 15:23:27
Yakima County,09/08/2020,3,0,0,0,0,1,2,0,2021/03/15 15:23:27
Yakima County,16/08/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Yakima County,23/08/2020,5,0,0,0,0,1,4,0,2021/03/15 15:23:27
Yakima County,30/08/2020,2,0,0,0,1,1,0,0,2021/03/15 15:23:27
Yakima County,06/09/2020,4,0,0,0,1,2,1,0,2021/03/15 15:23:27
Yakima County,13/09/2020,1,0,0,0,0,0,1,0,2021/03/15 15:23:27
Yakima County,27/09/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Yakima County,11/10/2020,4,0,0,0,0,2,2,0,2021/03/15 15:23:27
Yakima County,25/10/2020,5,0,0,1,0,1,3,0,2021/03/15 15:23:27
Yakima County,01/11/2020,2,0,0,0,1,0,1,0,2021/03/15 15:23:27
Yakima County,08/11/2020,16,0,0,0,1,4,11,0,2021/03/15 15:23:27
Yakima County,15/11/2020,6,0,0,1,0,4,1,0,2021/03/15 15:23:27
Yakima County,22/11/2020,8,0,0,1,4,0,3,0,2021/03/15 15:23:27
Yakima County,29/11/2020,11,0,0,2,1,5,3,0,2021/03/15 15:23:27
Yakima County,06/12/2020,7,0,0,0,1,5,1,0,2021/03/15 15:23:27
Yakima County,13/12/2020,13,0,0,0,1,8,4,0,2021/03/15 15:23:27
Yakima County,20/12/2020,17,0,1,0,4,7,5,0,2021/03/15 15:23:27
Yakima County,27/12/2020,16,0,0,2,0,6,8,0,2021/03/15 15:23:27
Yakima County,03/01/2021,10,0,0,0,5,2,3,0,2021/03/15 15:23:27
Yakima County,10/01/2021,14,0,0,1,2,6,5,0,2021/03/15 15:23:27
Yakima County,17/01/2021,8,0,0,2,1,4,1,0,2021/03/15 15:23:27
Yakima County,24/01/2021,6,0,0,1,1,2,2,0,2021/03/15 15:23:27
Yakima County,31/01/2021,2,0,0,1,0,1,0,0,2021/03/15 15:23:27
Yakima County,07/02/2021,2,0,0,0,0,2,0,0,2021/03/15 15:23:27
Yakima County,14/02/2021,4,0,0,1,0,3,0,0,2021/03/15 15:23:27
Unassigned,26/07/2020,1,0,0,1,0,0,0,0,2021/03/15 15:23:27
Unassigned,06/09/2020,1,0,0,0,0,1,0,0,2021/03/15 15:23:27
Unassigned,06/12/2020,1,0,0,0,1,0,0,0,2021/03/15 15:23:27
Unassigned,07/02/2021,1,0,0,0,0,0,1,0,2021/03/15 15:23:27