"date","age","code","cum.deaths","daily.deaths"
2020-05-23,"30-39","WI",7,2
2020-05-23,"40-49","WI",14,1
2020-05-23,"50-59","WI",44,0
2020-05-23,"60-69","WI",83,3
2020-05-23,"70-79","WI",137,2
2020-05-23,"80-89","WI",124,3
2020-05-23,"90+","WI",94,0
2020-05-24,"0-9","WI",0,0
2020-05-24,"10-19","WI",0,0
2020-05-24,"20-29","WI",4,0
2020-05-24,"30-39","WI",7,0
2020-05-24,"40-49","WI",14,0
2020-05-24,"50-59","WI",44,0
2020-05-24,"60-69","WI",83,0
2020-05-24,"70-79","WI",137,0
2020-05-24,"80-89","WI",126,2
2020-05-24,"90+","WI",95,1
2020-05-25,"0-9","WI",0,0
2020-05-25,"10-19","WI",0,0
2020-05-25,"20-29","WI",4,0
2020-05-25,"30-39","WI",7,0
2020-05-25,"40-49","WI",15,1
2020-05-25,"50-59","WI",44,0
2020-05-25,"60-69","WI",83,0
2020-05-25,"70-79","WI",137,0
2020-05-25,"80-89","WI",128,2
2020-05-25,"90+","WI",96,1
2020-05-26,"0-9","WI",0,0
2020-05-26,"10-19","WI",0,0
2020-05-26,"20-29","WI",4,0
2020-05-26,"30-39","WI",7,0
2020-05-26,"40-49","WI",15,0
2020-05-26,"50-59","WI",44,0
2020-05-26,"60-69","WI",84,1
2020-05-26,"70-79","WI",137,0
2020-05-26,"80-89","WI",130,2
2020-05-26,"90+","WI",96,0
2020-05-27,"0-9","WI",0,0
2020-05-27,"10-19","WI",0,0
2020-05-27,"20-29","WI",5,1
2020-05-27,"30-39","WI",7,0
2020-05-27,"40-49","WI",16,1
2020-05-27,"50-59","WI",46,2
2020-05-27,"60-69","WI",86,2
2020-05-27,"70-79","WI",141,4
2020-05-27,"80-89","WI",138,8
2020-05-27,"90+","WI",100,4
2020-05-28,"0-9","WI",0,0
2020-05-28,"10-19","WI",0,0
2020-05-28,"20-29","WI",5,0
2020-05-28,"30-39","WI",8,1
2020-05-28,"40-49","WI",16,0
2020-05-28,"50-59","WI",47,1
2020-05-28,"60-69","WI",88,2
2020-05-28,"70-79","WI",142,1
2020-05-28,"80-89","WI",140,2
2020-05-28,"90+","WI",104,4
2020-05-29,"0-9","WI",0,0
2020-05-29,"10-19","WI",0,0
2020-05-29,"20-29","WI",6,1
2020-05-29,"30-39","WI",8,0
2020-05-29,"40-49","WI",16,0
2020-05-29,"50-59","WI",49,2
2020-05-29,"60-69","WI",91,3
2020-05-29,"70-79","WI",146,4
2020-05-29,"80-89","WI",144,4
2020-05-29,"90+","WI",108,4
2020-05-30,"0-9","WI",0,0
2020-05-30,"10-19","WI",0,0
2020-05-30,"20-29","WI",6,0
2020-05-30,"30-39","WI",8,0
2020-05-30,"40-49","WI",16,0
2020-05-30,"50-59","WI",49,0
2020-05-30,"60-69","WI",93,2
2020-05-30,"70-79","WI",153,7
2020-05-30,"80-89","WI",146,2
2020-05-30,"90+","WI",117,9
2020-05-31,"0-9","WI",0,0
2020-05-31,"10-19","WI",0,0
2020-05-31,"20-29","WI",6,0
2020-05-31,"30-39","WI",8,0
2020-05-31,"40-49","WI",16,0
2020-05-31,"50-59","WI",49,0
2020-05-31,"60-69","WI",93,0
2020-05-31,"70-79","WI",155,2
2020-05-31,"80-89","WI",147,1
2020-05-31,"90+","WI",118,1
2020-06-01,"0-9","WI",0,0
2020-06-01,"10-19","WI",0,0
2020-06-01,"20-29","WI",6,0
2020-06-01,"30-39","WI",8,0
2020-06-01,"40-49","WI",16,0
2020-06-01,"50-59","WI",50,1
2020-06-01,"60-69","WI",93,0
2020-06-01,"70-79","WI",155,0
2020-06-01,"80-89","WI",148,1
2020-06-01,"90+","WI",119,1
2020-06-02,"0-9","WI",0,0
2020-06-02,"10-19","WI",0,0
2020-06-02,"20-29","WI",6,0
2020-06-02,"30-39","WI",8,0
2020-06-02,"40-49","WI",17,1
2020-06-02,"50-59","WI",50,0
2020-06-02,"60-69","WI",95,2
2020-06-02,"70-79","WI",157,2
2020-06-02,"80-89","WI",153,5
2020-06-02,"90+","WI",121,2
2020-06-03,"0-9","WI",0,0
2020-06-03,"10-19","WI",0,0
2020-06-03,"20-29","WI",6,0
2020-06-03,"30-39","WI",8,0
2020-06-03,"40-49","WI",18,1
2020-06-03,"50-59","WI",50,0
2020-06-03,"60-69","WI",96,1
2020-06-03,"70-79","WI",159,2
2020-06-03,"80-89","WI",157,4
2020-06-03,"90+","WI",122,1
2020-06-04,"0-9","WI",0,0
2020-06-04,"10-19","WI",0,0
2020-06-04,"20-29","WI",6,0
2020-06-04,"30-39","WI",8,0
2020-06-04,"40-49","WI",18,0
2020-06-04,"50-59","WI",51,1
2020-06-04,"60-69","WI",99,3
2020-06-04,"70-79","WI",162,3
2020-06-04,"80-89","WI",157,0
2020-06-04,"90+","WI",125,3
2020-06-05,"0-9","WI",0,0
2020-06-05,"10-19","WI",0,0
2020-06-05,"20-29","WI",6,0
2020-06-05,"30-39","WI",8,0
2020-06-05,"40-49","WI",18,0
2020-06-05,"50-59","WI",51,0
2020-06-05,"60-69","WI",103,4
2020-06-05,"70-79","WI",163,1
2020-06-05,"80-89","WI",159,2
2020-06-05,"90+","WI",125,0
2020-06-06,"0-9","WI",0,0
2020-06-06,"10-19","WI",0,0
2020-06-06,"20-29","WI",6,0
2020-06-06,"30-39","WI",8,0
2020-06-06,"40-49","WI",19,1
2020-06-06,"50-59","WI",52,1
2020-06-06,"60-69","WI",104,1
2020-06-06,"70-79","WI",167,4
2020-06-06,"80-89","WI",163,4
2020-06-06,"90+","WI",125,0
2020-06-07,"0-9","WI",0,0
2020-06-07,"10-19","WI",0,0
2020-06-07,"20-29","WI",6,0
2020-06-07,"30-39","WI",8,0
2020-06-07,"40-49","WI",19,0
2020-06-07,"50-59","WI",53,1
2020-06-07,"60-69","WI",104,0
2020-06-07,"70-79","WI",168,1
2020-06-07,"80-89","WI",163,0
2020-06-07,"90+","WI",125,0
2020-06-08,"0-9","WI",0,0
2020-06-08,"10-19","WI",0,0
2020-06-08,"20-29","WI",6,0
2020-06-08,"30-39","WI",8,0
2020-06-08,"40-49","WI",19,0
2020-06-08,"50-59","WI",53,0
2020-06-08,"60-69","WI",104,0
2020-06-08,"70-79","WI",168,0
2020-06-08,"80-89","WI",163,0
2020-06-08,"90+","WI",125,0
2020-06-09,"0-9","WI",0,0
2020-06-09,"10-19","WI",0,0
2020-06-09,"20-29","WI",6,0
2020-06-09,"30-39","WI",8,0
2020-06-09,"40-49","WI",20,1
2020-06-09,"50-59","WI",53,0
2020-06-09,"60-69","WI",108,4
2020-06-09,"70-79","WI",173,5
2020-06-09,"80-89","WI",166,3
2020-06-09,"90+","WI",127,2
2020-06-10,"0-9","WI",0,0
2020-06-10,"10-19","WI",0,0
2020-06-10,"20-29","WI",6,0
2020-06-10,"30-39","WI",8,0
2020-06-10,"40-49","WI",21,1
2020-06-10,"50-59","WI",54,1
2020-06-10,"60-69","WI",112,4
2020-06-10,"70-79","WI",175,2
2020-06-10,"80-89","WI",168,2
2020-06-10,"90+","WI",127,0
2020-06-11,"0-9","WI",0,0
2020-06-11,"10-19","WI",0,0
2020-06-11,"20-29","WI",6,0
2020-06-11,"30-39","WI",8,0
2020-06-11,"40-49","WI",22,1
2020-06-11,"50-59","WI",55,1
2020-06-11,"60-69","WI",115,3
2020-06-11,"70-79","WI",178,3
2020-06-11,"80-89","WI",169,1
2020-06-11,"90+","WI",129,2
2020-06-12,"0-9","WI",0,0
2020-06-12,"10-19","WI",0,0
2020-06-12,"20-29","WI",6,0
2020-06-12,"30-39","WI",8,0
2020-06-12,"40-49","WI",22,0
2020-06-12,"50-59","WI",55,0
2020-06-12,"60-69","WI",115,0
2020-06-12,"70-79","WI",182,4
2020-06-12,"80-89","WI",169,0
2020-06-12,"90+","WI",132,3
2020-06-13,"0-9","WI",0,0
2020-06-13,"10-19","WI",0,0
2020-06-13,"20-29","WI",6,0
2020-06-13,"30-39","WI",8,0
2020-06-13,"40-49","WI",22,0
2020-06-13,"50-59","WI",56,1
2020-06-13,"60-69","WI",115,0
2020-06-13,"70-79","WI",183,1
2020-06-13,"80-89","WI",169,0
2020-06-13,"90+","WI",132,0
2020-06-14,"0-9","WI",0,0
2020-06-14,"10-19","WI",0,0
2020-06-14,"20-29","WI",6,0
2020-06-14,"30-39","WI",8,0
2020-06-14,"40-49","WI",22,0
2020-06-14,"50-59","WI",56,0
2020-06-14,"60-69","WI",115,0
2020-06-14,"70-79","WI",184,1
2020-06-14,"80-89","WI",169,0
2020-06-14,"90+","WI",132,0
2020-06-15,"0-9","WI",0,0
2020-06-15,"10-19","WI",0,0
2020-06-15,"20-29","WI",6,0
2020-06-15,"30-39","WI",8,0
2020-06-15,"40-49","WI",22,0
2020-06-15,"50-59","WI",56,0
2020-06-15,"60-69","WI",116,1
2020-06-15,"70-79","WI",185,1
2020-06-15,"80-89","WI",169,0
2020-06-15,"90+","WI",132,0
2020-06-16,"0-9","WI",0,0
2020-06-16,"10-19","WI",0,0
2020-06-16,"20-29","WI",6,0
2020-06-16,"30-39","WI",8,0
2020-06-16,"40-49","WI",22,0
2020-06-16,"50-59","WI",57,1
2020-06-16,"60-69","WI",117,1
2020-06-16,"70-79","WI",188,3
2020-06-16,"80-89","WI",170,1
2020-06-16,"90+","WI",135,3
2020-06-17,"0-9","WI",0,0
2020-06-17,"10-19","WI",0,0
2020-06-17,"20-29","WI",6,0
2020-06-17,"30-39","WI",8,0
2020-06-17,"40-49","WI",22,0
2020-06-17,"50-59","WI",57,0
2020-06-17,"60-69","WI",119,2
2020-06-17,"70-79","WI",188,0
2020-06-17,"80-89","WI",173,3
2020-06-17,"90+","WI",139,4
2020-06-18,"0-9","WI",0,0
2020-06-18,"10-19","WI",0,0
2020-06-18,"20-29","WI",7,1
2020-06-18,"30-39","WI",8,0
2020-06-18,"40-49","WI",22,0
2020-06-18,"50-59","WI",58,1
2020-06-18,"60-69","WI",119,0
2020-06-18,"70-79","WI",190,2
2020-06-18,"80-89","WI",175,2
2020-06-18,"90+","WI",140,1
2020-06-19,"0-9","WI",0,0
2020-06-19,"10-19","WI",0,0
2020-06-19,"20-29","WI",7,0
2020-06-19,"30-39","WI",8,0
2020-06-19,"40-49","WI",22,0
2020-06-19,"50-59","WI",58,0
2020-06-19,"60-69","WI",121,2
2020-06-19,"70-79","WI",193,3
2020-06-19,"80-89","WI",180,5
2020-06-19,"90+","WI",141,1
2020-06-20,"0-9","WI",0,0
2020-06-20,"10-19","WI",0,0
2020-06-20,"20-29","WI",7,0
2020-06-20,"30-39","WI",8,0
2020-06-20,"40-49","WI",22,0
2020-06-20,"50-59","WI",58,0
2020-06-20,"60-69","WI",125,4
2020-06-20,"70-79","WI",196,3
2020-06-20,"80-89","WI",184,4
2020-06-20,"90+","WI",144,3
2020-06-21,"0-9","WI",0,0
2020-06-21,"10-19","WI",0,0
2020-06-21,"20-29","WI",7,0
2020-06-21,"30-39","WI",8,0
2020-06-21,"40-49","WI",22,0
2020-06-21,"50-59","WI",58,0
2020-06-21,"60-69","WI",125,0
2020-06-21,"70-79","WI",196,0
2020-06-21,"80-89","WI",184,0
2020-06-21,"90+","WI",144,0
2020-06-22,"0-9","WI",0,0
2020-06-22,"10-19","WI",0,0
2020-06-22,"20-29","WI",7,0
2020-06-22,"30-39","WI",8,0
2020-06-22,"40-49","WI",22,0
2020-06-22,"50-59","WI",58,0
2020-06-22,"60-69","WI",125,0
2020-06-22,"70-79","WI",197,1
2020-06-22,"80-89","WI",184,0
2020-06-22,"90+","WI",144,0
2020-06-23,"0-9","WI",0,0
2020-06-23,"10-19","WI",0,0
2020-06-23,"20-29","WI",7,0
2020-06-23,"30-39","WI",8,0
2020-06-23,"40-49","WI",22,0
2020-06-23,"50-59","WI",58,0
2020-06-23,"60-69","WI",125,0
2020-06-23,"70-79","WI",200,3
2020-06-23,"80-89","WI",185,1
2020-06-23,"90+","WI",145,1
2020-06-24,"0-9","WI",0,0
2020-06-24,"10-19","WI",0,0
2020-06-24,"20-29","WI",8,1
2020-06-24,"30-39","WI",8,0
2020-06-24,"40-49","WI",22,0
2020-06-24,"50-59","WI",58,0
2020-06-24,"60-69","WI",125,0
2020-06-24,"70-79","WI",200,0
2020-06-24,"80-89","WI",188,3
2020-06-24,"90+","WI",148,3
2020-06-25,"0-9","WI",0,0
2020-06-25,"10-19","WI",0,0
2020-06-25,"20-29","WI",8,0
2020-06-25,"30-39","WI",8,0
2020-06-25,"40-49","WI",23,1
2020-06-25,"50-59","WI",58,0
2020-06-25,"60-69","WI",127,2
2020-06-25,"70-79","WI",200,0
2020-06-25,"80-89","WI",190,2
2020-06-25,"90+","WI",151,3
2020-06-26,"0-9","WI",0,0
2020-06-26,"10-19","WI",0,0
2020-06-26,"20-29","WI",8,0
2020-06-26,"30-39","WI",8,0
2020-06-26,"40-49","WI",23,0
2020-06-26,"50-59","WI",58,0
2020-06-26,"60-69","WI",127,0
2020-06-26,"70-79","WI",200,0
2020-06-26,"80-89","WI",190,0
2020-06-26,"90+","WI",152,1
2020-06-27,"0-9","WI",0,0
2020-06-27,"10-19","WI",0,0
2020-06-27,"20-29","WI",8,0
2020-06-27,"30-39","WI",8,0
2020-06-27,"40-49","WI",23,0
2020-06-27,"50-59","WI",59,1
2020-06-27,"60-69","WI",133,6
2020-06-27,"70-79","WI",200,0
2020-06-27,"80-89","WI",193,3
2020-06-27,"90+","WI",153,1
2020-06-28,"0-9","WI",0,0
2020-06-28,"10-19","WI",0,0
2020-06-28,"20-29","WI",8,0
2020-06-28,"30-39","WI",8,0
2020-06-28,"40-49","WI",23,0
2020-06-28,"50-59","WI",59,0
2020-06-28,"60-69","WI",133,0
2020-06-28,"70-79","WI",200,0
2020-06-28,"80-89","WI",193,0
2020-06-28,"90+","WI",153,0
2020-06-29,"0-9","WI",0,0
2020-06-29,"10-19","WI",0,0
2020-06-29,"20-29","WI",8,0
2020-06-29,"30-39","WI",8,0
2020-06-29,"40-49","WI",23,0
2020-06-29,"50-59","WI",59,0
2020-06-29,"60-69","WI",133,0
2020-06-29,"70-79","WI",200,0
2020-06-29,"80-89","WI",193,0
2020-06-29,"90+","WI",153,0
2020-06-30,"0-9","WI",0,0
2020-06-30,"10-19","WI",0,0
2020-06-30,"20-29","WI",8,0
2020-06-30,"30-39","WI",8,0
2020-06-30,"40-49","WI",23,0
2020-06-30,"50-59","WI",59,0
2020-06-30,"60-69","WI",133,0
2020-06-30,"70-79","WI",204,4
2020-06-30,"80-89","WI",193,0
2020-06-30,"90+","WI",156,3
2020-07-01,"0-9","WI",0,0
2020-07-01,"10-19","WI",0,0
2020-07-01,"20-29","WI",8,0
2020-07-01,"30-39","WI",8,0
2020-07-01,"40-49","WI",23,0
2020-07-01,"50-59","WI",59,0
2020-07-01,"60-69","WI",133,0
2020-07-01,"70-79","WI",206,2
2020-07-01,"80-89","WI",193,0
2020-07-01,"90+","WI",156,0
2020-07-02,"0-9","WI",0,0
2020-07-02,"10-19","WI",0,0
2020-07-02,"20-29","WI",8,0
2020-07-02,"30-39","WI",8,0
2020-07-02,"40-49","WI",24,1
2020-07-02,"50-59","WI",60,1
2020-07-02,"60-69","WI",133,0
2020-07-02,"70-79","WI",206,0
2020-07-02,"80-89","WI",197,4
2020-07-02,"90+","WI",157,1
2020-07-03,"0-9","WI",0,0
2020-07-03,"10-19","WI",0,0
2020-07-03,"20-29","WI",8,0
2020-07-03,"30-39","WI",8,0
2020-07-03,"40-49","WI",24,0
2020-07-03,"50-59","WI",60,0
2020-07-03,"60-69","WI",134,1
2020-07-03,"70-79","WI",206,0
2020-07-03,"80-89","WI",199,2
2020-07-03,"90+","WI",157,0
2020-07-04,"0-9","WI",0,0
2020-07-04,"10-19","WI",0,0
2020-07-04,"20-29","WI",8,0
2020-07-04,"30-39","WI",8,0
2020-07-04,"40-49","WI",24,0
2020-07-04,"50-59","WI",60,0
2020-07-04,"60-69","WI",134,0
2020-07-04,"70-79","WI",206,0
2020-07-04,"80-89","WI",199,0
2020-07-04,"90+","WI",157,0
2020-07-05,"0-9","WI",0,0
2020-07-05,"10-19","WI",0,0
2020-07-05,"20-29","WI",8,0
2020-07-05,"30-39","WI",8,0
2020-07-05,"40-49","WI",24,0
2020-07-05,"50-59","WI",60,0
2020-07-05,"60-69","WI",134,0
2020-07-05,"70-79","WI",206,0
2020-07-05,"80-89","WI",199,0
2020-07-05,"90+","WI",157,0
2020-07-06,"0-9","WI",0,0
2020-07-06,"10-19","WI",0,0
2020-07-06,"20-29","WI",8,0
2020-07-06,"30-39","WI",8,0
2020-07-06,"40-49","WI",24,0
2020-07-06,"50-59","WI",60,0
2020-07-06,"60-69","WI",134,0
2020-07-06,"70-79","WI",206,0
2020-07-06,"80-89","WI",199,0
2020-07-06,"90+","WI",157,0
2020-07-07,"0-9","WI",0,0
2020-07-07,"10-19","WI",0,0
2020-07-07,"20-29","WI",8,0
2020-07-07,"30-39","WI",8,0
2020-07-07,"40-49","WI",25,1
2020-07-07,"50-59","WI",60,0
2020-07-07,"60-69","WI",136,2
2020-07-07,"70-79","WI",208,2
2020-07-07,"80-89","WI",200,1
2020-07-07,"90+","WI",159,2
2020-07-08,"0-9","WI",0,0
2020-07-08,"10-19","WI",0,0
2020-07-08,"20-29","WI",8,0
2020-07-08,"30-39","WI",8,0
2020-07-08,"40-49","WI",25,0
2020-07-08,"50-59","WI",60,0
2020-07-08,"60-69","WI",136,0
2020-07-08,"70-79","WI",208,0
2020-07-08,"80-89","WI",200,0
2020-07-08,"90+","WI",162,3
2020-07-09,"0-9","WI",0,0
2020-07-09,"10-19","WI",0,0
2020-07-09,"20-29","WI",8,0
2020-07-09,"30-39","WI",8,0
2020-07-09,"40-49","WI",25,0
2020-07-09,"50-59","WI",60,0
2020-07-09,"60-69","WI",136,0
2020-07-09,"70-79","WI",210,2
2020-07-09,"80-89","WI",200,0
2020-07-09,"90+","WI",162,0
2020-07-10,"0-9","WI",0,0
2020-07-10,"10-19","WI",0,0
2020-07-10,"20-29","WI",8,0
2020-07-10,"30-39","WI",8,0
2020-07-10,"40-49","WI",25,0
2020-07-10,"50-59","WI",60,0
2020-07-10,"60-69","WI",140,4
2020-07-10,"70-79","WI",210,0
2020-07-10,"80-89","WI",201,1
2020-07-10,"90+","WI",162,0
2020-07-11,"0-9","WI",0,0
2020-07-11,"10-19","WI",0,0
2020-07-11,"20-29","WI",8,0
2020-07-11,"30-39","WI",8,0
2020-07-11,"40-49","WI",25,0
2020-07-11,"50-59","WI",60,0
2020-07-11,"60-69","WI",140,0
2020-07-11,"70-79","WI",211,1
2020-07-11,"80-89","WI",203,2
2020-07-11,"90+","WI",165,3
2020-07-12,"0-9","WI",0,0
2020-07-12,"10-19","WI",0,0
2020-07-12,"20-29","WI",8,0
2020-07-12,"30-39","WI",8,0
2020-07-12,"40-49","WI",25,0
2020-07-12,"50-59","WI",60,0
2020-07-12,"60-69","WI",140,0
2020-07-12,"70-79","WI",211,0
2020-07-12,"80-89","WI",203,0
2020-07-12,"90+","WI",165,0
2020-07-13,"0-9","WI",0,0
2020-07-13,"10-19","WI",0,0
2020-07-13,"20-29","WI",8,0
2020-07-13,"30-39","WI",8,0
2020-07-13,"40-49","WI",25,0
2020-07-13,"50-59","WI",60,0
2020-07-13,"60-69","WI",140,0
2020-07-13,"70-79","WI",211,0
2020-07-13,"80-89","WI",203,0
2020-07-13,"90+","WI",165,0
2020-07-14,"0-9","WI",0,0
2020-07-14,"10-19","WI",0,0
2020-07-14,"20-29","WI",8,0
2020-07-14,"30-39","WI",9,1
2020-07-14,"40-49","WI",25,0
2020-07-14,"50-59","WI",61,1
2020-07-14,"60-69","WI",143,3
2020-07-14,"70-79","WI",211,0
2020-07-14,"80-89","WI",204,1
2020-07-14,"90+","WI",165,0
2020-07-15,"0-9","WI",0,0
2020-07-15,"10-19","WI",0,0
2020-07-15,"20-29","WI",8,0
2020-07-15,"30-39","WI",9,0
2020-07-15,"40-49","WI",25,0
2020-07-15,"50-59","WI",61,0
2020-07-15,"60-69","WI",143,0
2020-07-15,"70-79","WI",211,0
2020-07-15,"80-89","WI",204,0
2020-07-15,"90+","WI",166,1
2020-07-16,"0-9","WI",0,0
2020-07-16,"10-19","WI",0,0
2020-07-16,"20-29","WI",8,0
2020-07-16,"30-39","WI",9,0
2020-07-16,"40-49","WI",26,1
2020-07-16,"50-59","WI",61,0
2020-07-16,"60-69","WI",143,0
2020-07-16,"70-79","WI",212,1
2020-07-16,"80-89","WI",206,2
2020-07-16,"90+","WI",166,0
2020-07-17,"0-9","WI",0,0
2020-07-17,"10-19","WI",0,0
2020-07-17,"20-29","WI",8,0
2020-07-17,"30-39","WI",9,0
2020-07-17,"40-49","WI",26,0
2020-07-17,"50-59","WI",61,0
2020-07-17,"60-69","WI",143,0
2020-07-17,"70-79","WI",212,0
2020-07-17,"80-89","WI",208,2
2020-07-17,"90+","WI",166,0
2020-07-18,"0-9","WI",0,0
2020-07-18,"10-19","WI",0,0
2020-07-18,"20-29","WI",8,0
2020-07-18,"30-39","WI",9,0
2020-07-18,"40-49","WI",28,2
2020-07-18,"50-59","WI",62,1
2020-07-18,"60-69","WI",144,1
2020-07-18,"70-79","WI",214,2
2020-07-18,"80-89","WI",208,0
2020-07-18,"90+","WI",170,4
2020-07-19,"0-9","WI",0,0
2020-07-19,"10-19","WI",0,0
2020-07-19,"20-29","WI",8,0
2020-07-19,"30-39","WI",9,0
2020-07-19,"40-49","WI",28,0
2020-07-19,"50-59","WI",62,0
2020-07-19,"60-69","WI",144,0
2020-07-19,"70-79","WI",215,1
2020-07-19,"80-89","WI",208,0
2020-07-19,"90+","WI",170,0
2020-07-20,"0-9","WI",0,0
2020-07-20,"10-19","WI",0,0
2020-07-20,"20-29","WI",8,0
2020-07-20,"30-39","WI",9,0
2020-07-20,"40-49","WI",29,1
2020-07-20,"50-59","WI",62,0
2020-07-20,"60-69","WI",144,0
2020-07-20,"70-79","WI",216,1
2020-07-20,"80-89","WI",208,0
2020-07-20,"90+","WI",170,0
2020-07-21,"0-9","WI",0,0
2020-07-21,"10-19","WI",0,0
2020-07-21,"20-29","WI",8,0
2020-07-21,"30-39","WI",9,0
2020-07-21,"40-49","WI",29,0
2020-07-21,"50-59","WI",64,2
2020-07-21,"60-69","WI",145,1
2020-07-21,"70-79","WI",218,2
2020-07-21,"80-89","WI",214,6
2020-07-21,"90+","WI",171,1
2020-07-22,"0-9","WI",0,0
2020-07-22,"10-19","WI",0,0
2020-07-22,"20-29","WI",8,0
2020-07-22,"30-39","WI",9,0
2020-07-22,"40-49","WI",29,0
2020-07-22,"50-59","WI",64,0
2020-07-22,"60-69","WI",146,1
2020-07-22,"70-79","WI",222,4
2020-07-22,"80-89","WI",215,1
2020-07-22,"90+","WI",172,1
2020-07-23,"0-9","WI",0,0
2020-07-23,"10-19","WI",0,0
2020-07-23,"20-29","WI",8,0
2020-07-23,"30-39","WI",9,0
2020-07-23,"40-49","WI",30,1
2020-07-23,"50-59","WI",65,1
2020-07-23,"60-69","WI",146,0
2020-07-23,"70-79","WI",222,0
2020-07-23,"80-89","WI",222,7
2020-07-23,"90+","WI",172,0
2020-07-24,"0-9","WI",0,0
2020-07-24,"10-19","WI",0,0
2020-07-24,"20-29","WI",8,0
2020-07-24,"30-39","WI",9,0
2020-07-24,"40-49","WI",30,0
2020-07-24,"50-59","WI",67,2
2020-07-24,"60-69","WI",146,0
2020-07-24,"70-79","WI",222,0
2020-07-24,"80-89","WI",223,1
2020-07-24,"90+","WI",172,0
2020-07-25,"0-9","WI",0,0
2020-07-25,"10-19","WI",0,0
2020-07-25,"20-29","WI",8,0
2020-07-25,"30-39","WI",9,0
2020-07-25,"40-49","WI",31,1
2020-07-25,"50-59","WI",67,0
2020-07-25,"60-69","WI",151,5
2020-07-25,"70-79","WI",226,4
2020-07-25,"80-89","WI",226,3
2020-07-25,"90+","WI",172,0
2020-07-26,"0-9","WI",0,0
2020-07-26,"10-19","WI",0,0
2020-07-26,"20-29","WI",8,0
2020-07-26,"30-39","WI",9,0
2020-07-26,"40-49","WI",31,0
2020-07-26,"50-59","WI",67,0
2020-07-26,"60-69","WI",151,0
2020-07-26,"70-79","WI",227,1
2020-07-26,"80-89","WI",226,0
2020-07-26,"90+","WI",172,0
2020-07-27,"0-9","WI",0,0
2020-07-27,"10-19","WI",0,0
2020-07-27,"20-29","WI",8,0
2020-07-27,"30-39","WI",9,0
2020-07-27,"40-49","WI",31,0
2020-07-27,"50-59","WI",67,0
2020-07-27,"60-69","WI",151,0
2020-07-27,"70-79","WI",228,1
2020-07-27,"80-89","WI",226,0
2020-07-27,"90+","WI",172,0
2020-07-28,"0-9","WI",0,0
2020-07-28,"10-19","WI",0,0
2020-07-28,"20-29","WI",8,0
2020-07-28,"30-39","WI",9,0
2020-07-28,"40-49","WI",31,0
2020-07-28,"50-59","WI",68,1
2020-07-28,"60-69","WI",151,0
2020-07-28,"70-79","WI",233,5
2020-07-28,"80-89","WI",230,4
2020-07-28,"90+","WI",175,3
2020-07-29,"0-9","WI",0,0
2020-07-29,"10-19","WI",0,0
2020-07-29,"20-29","WI",8,0
2020-07-29,"30-39","WI",9,0
2020-07-29,"40-49","WI",31,0
2020-07-29,"50-59","WI",69,1
2020-07-29,"60-69","WI",151,0
2020-07-29,"70-79","WI",234,1
2020-07-29,"80-89","WI",234,4
2020-07-29,"90+","WI",175,0
2020-07-30,"0-9","WI",0,0
2020-07-30,"10-19","WI",0,0
2020-07-30,"20-29","WI",8,0
2020-07-30,"30-39","WI",10,1
2020-07-30,"40-49","WI",31,0
